TERM,TERM_DESC,SUBJ,NUMB,class,CRN,INSTRUCTOR,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,P,N,OTHER,W,TOT_NON_W,atot,btot,ctot,dtot,ftot,tot,aprec,bprec,cprec,dprec,fprec,is_faculty
201401,Fall 2014,BI,472,BI472,16691,"Pfeifer-Meister, Laurel Elaine",0,6,4,5,6,0,2,0,0,0,0,0,0,1,0,0,0,24,10,11,2,0,0,23,43.47826087,47.82608696,8.695652174,0,0,0
201303,Spring 2014,BI,473,BI473,38679,"Bradshaw, William Emmons",3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,14,11,1,1,0,0,13,84.61538462,7.692307692,7.692307692,0,0,0
201301,Fall 2013,BI,474,BI474,18064,"Trowbridge, Cynthia D.",0,5,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,15,7,7,1,0,0,15,46.66666667,46.66666667,6.666666667,0,0,0
201404,Summer 2015,BI,474,BI474,40405,"Grupe, Benjamin Michael",0,2,2,3,4,1,1,0,0,0,0,1,0,0,0,0,3,14,4,8,1,1,0,14,28.57142857,57.14285714,7.142857143,7.142857143,0,0
201402,Winter 2015,BI,476,BI476,26352,"Bridgham, Scott D.",0,3,0,2,2,7,1,0,0,0,0,0,0,1,0,0,0,16,3,11,1,0,0,15,20,73.33333333,6.666666667,0,0,0
201402,Winter 2015,BI,484,BI484,26354,"Anderson, David W.",1,4,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,14,8,5,0,0,1,14,57.14285714,35.71428571,0,0,7.142857143,0
201303,Spring 2014,BI,485,BI485,38636,"Lockery, Shawn",1,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,0,0,0,16,75,25,0,0,0,0
201403,Spring 2015,BI,485,BI485,31048,"Lockery, Shawn",4,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,12,8,3,0,0,0,11,72.72727273,27.27272727,0,0,0,0
201503,Spring 2016,BI,485,BI485,31088,"Lockery, Shawn",4,1,4,0,0,1,1,3,2,0,0,0,0,0,0,0,0,16,9,1,6,0,0,16,56.25,6.25,37.5,0,0,0
201303,Spring 2014,BI,486,BI486,38632,"Pienaar, Jason",2,1,5,1,1,1,1,0,1,0,0,0,1,2,0,0,1,16,8,3,2,0,1,14,57.14285714,21.42857143,14.28571429,0,7.142857143,0
201301,Fall 2013,BI,488,BI488,12001,"Streisfeld, Matthew A.",0,4,0,4,1,2,2,1,0,0,0,0,1,1,0,0,1,16,4,7,3,0,1,15,26.66666667,46.66666667,20,0,6.666666667,0
201401,Fall 2014,BI,488,BI488,11175,"Streisfeld, Matthew A.",0,2,0,2,3,2,0,2,0,0,1,0,0,0,0,0,0,12,2,7,2,1,0,12,16.66666667,58.33333333,16.66666667,8.333333333,0,0
201501,Fall 2015,BI,488,BI488,11084,"Streisfeld, Matthew A.",0,2,0,1,4,1,1,1,4,0,0,0,0,0,0,0,1,14,2,6,6,0,0,14,14.28571429,42.85714286,42.85714286,0,0,0
201302,Winter 2014,BI,493,BI493,22390,"Johnson, Eric Allen",0,8,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,20,11,9,0,0,0,20,55,45,0,0,0,0
201403,Spring 2015,BI,493,BI493,35972,"Johnson, Eric Allen",0,5,6,0,2,0,0,2,0,0,0,0,0,2,0,0,0,17,11,2,2,0,0,15,73.33333333,13.33333333,13.33333333,0,0,0
201503,Spring 2016,BI,493,BI493,31089,"Johnson, Eric Allen",1,10,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,17,2,0,0,0,19,89.47368421,10.52631579,0,0,0,0
201401,Fall 2014,BI,510,BI510,16948,"Huttenhower, Curtis",0,4,5,3,1,1,0,0,0,0,0,0,0,5,0,0,1,19,9,5,0,0,0,14,64.28571429,35.71428571,0,0,0,0
201301,Fall 2013,BI,610,BI610,12083,"Stankunas, Kryn",0,2,3,4,5,3,1,0,0,0,0,0,0,0,0,0,0,18,5,12,1,0,0,18,27.77777778,66.66666667,5.555555556,0,0,0
201301,Fall 2013,BI,610,BI610,17098,"Cresko, William Andrew",0,18,5,5,4,1,0,0,0,0,0,0,0,7,0,0,0,40,23,10,0,0,0,33,69.6969697,30.3030303,0,0,0,0
201304,Summer 2014,BI,610,BI610,48186,"Wagner, Stacey Denise",0,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,16,10,5,1,0,0,16,62.5,31.25,6.25,0,0,0
201401,Fall 2014,BI,610,BI610,11257,"Herman, Victoria G.",0,4,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,16,9,6,1,0,0,16,56.25,37.5,6.25,0,0,0
201401,Fall 2014,BI,610,BI610,11258,"Lockery, Shawn",0,2,2,3,0,0,0,1,0,0,0,0,0,2,0,0,0,10,4,3,1,0,0,8,50,37.5,12.5,0,0,0
201401,Fall 2014,BI,610,BI610,11259,"Cresko, William Andrew",0,14,6,0,3,0,0,0,0,0,0,0,0,1,0,0,2,24,20,3,0,0,0,23,86.95652174,13.04347826,0,0,0,0
201404,Summer 2015,BI,610,BI610,42601,"Catchen, Julian Michael",0,4,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,15,10,5,0,0,0,15,66.66666667,33.33333333,0,0,0,0
201501,Fall 2015,BI,610,BI610,16656,"Cresko, William Andrew",0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,24,9,0,0,0,33,72.72727273,27.27272727,0,0,0,0
